datetime	user	rtypes	ptypes	cum_rtypes	cum_ptypes
2008-06-16 10:52:03	kbeck	0	0	3	95
2008-06-16 10:52:04	kbeck	0	2	3	97
2008-06-24 09:34:19	dsaff	0	5	0	678
2008-06-26 06:39:13	kbeck	0	1	3	98
2008-06-26 06:55:23	kbeck	0	0	3	98
2008-06-26 06:55:24	kbeck	0	0	3	98
2008-06-26 08:20:40	dsaff	0	0	0	678
2008-07-01 10:01:37	kbeck	0	1	3	99
2008-07-01 11:29:54	kbeck	0	1	3	100
2008-07-01 11:29:55	kbeck	0	28	3	128
2008-07-01 11:29:56	kbeck	0	0	3	128
2008-07-09 18:02:06	kbeck	0	0	3	128
2008-07-09 18:02:07	kbeck	0	2	3	130
2008-07-10 13:06:38	dsaff	0	-2	0	676
2008-07-10 13:48:29	kbeck	0	0	3	130
2008-07-10 13:48:30	kbeck	0	6	3	136
2008-07-15 17:21:15	kbeck	0	0	3	136
2008-07-22 10:43:13	kbeck	0	13	3	149
2008-07-22 10:43:14	kbeck	0	0	3	149
2008-07-22 10:50:44	kbeck	0	10	3	159
2008-07-22 10:50:45	kbeck	0	0	3	159
2008-07-22 10:50:46	kbeck	0	1	3	160
2008-07-22 10:50:47	kbeck	0	0	3	160
2008-07-23 08:59:22	dsaff	0	0	0	676
2008-07-23 13:39:42	dsaff	0	0	0	676
2008-07-23 13:39:43	dsaff	0	0	0	676
2008-07-29 10:11:20	dsaff	0	0	0	676
2008-07-29 10:11:21	dsaff	0	9	0	685
2008-07-29 10:12:00	dsaff	0	2	0	687
2008-07-29 11:55:58	kbeck	0	0	3	160
2008-07-29 11:55:59	kbeck	0	0	3	160
2008-07-29 11:56:00	kbeck	0	0	3	160
2008-07-29 19:56:52	dsaff	0	1	0	688
2008-07-29 19:56:54	dsaff	0	2	0	690
2008-07-30 12:23:24	dsaff	0	2	0	692
2008-07-30 12:23:25	dsaff	0	-2	0	690
2008-07-30 12:23:26	dsaff	0	24	0	714
2008-07-30 13:28:46	dsaff	0	13	0	727
2008-07-30 13:28:47	dsaff	0	-7	0	720
2008-07-30 13:28:48	dsaff	0	4	0	724
2008-07-30 13:39:27	dsaff	0	-1	0	723
2008-07-31 06:59:08	dsaff	0	0	0	723
2008-07-31 06:59:09	dsaff	0	0	0	723
2008-07-31 06:59:26	dsaff	0	0	0	723
2008-07-31 06:59:58	dsaff	0	1	0	724
2008-07-31 07:20:56	dsaff	0	0	0	724
2008-07-31 07:20:57	dsaff	0	0	0	724
2008-07-31 07:28:18	dsaff	0	1	0	725
2008-07-31 07:29:15	dsaff	0	0	0	725
2008-07-31 07:57:26	dsaff	0	-2	0	723
2008-08-01 06:53:42	dsaff	0	0	0	723
2008-08-01 08:28:05	dsaff	0	0	0	723
2008-08-05 10:15:45	kbeck	0	0	3	160
2008-08-06 06:29:14	dsaff	0	1	0	724
2008-08-18 07:54:26	dsaff	0	0	0	724
2008-08-18 07:54:28	dsaff	0	0	0	724
2008-08-19 11:54:34	dsaff	0	0	0	724
2008-09-09 13:46:02	kbeck	0	1	3	161
2008-09-09 13:46:03	kbeck	0	0	3	161
2008-09-09 13:46:04	kbeck	0	1	3	162
2008-09-09 13:57:17	kbeck	0	-1	3	161
2008-10-17 15:35:23	kbeck	0	17	3	178
2008-10-23 11:59:35	kbeck	0	7	3	185
2008-10-23 12:38:08	kbeck	0	-4	3	181
2008-10-28 12:17:15	kbeck	0	1	3	182
2008-10-28 12:50:31	kbeck	0	0	3	182
2008-10-28 13:03:43	kbeck	0	0	3	182
2008-10-30 17:24:00	kbeck	0	5	3	187
2008-11-06 12:15:27	kbeck	0	4	3	191
2008-11-12 14:17:56	kbeck	0	1	3	192
2008-11-13 11:30:29	kbeck	0	0	3	192
2008-11-13 11:32:26	kbeck	0	0	3	192
2008-11-18 14:51:29	dsaff	0	0	0	724
2008-11-18 14:52:31	dsaff	0	3	0	727
2008-11-18 14:52:32	dsaff	0	0	0	727
2008-11-21 16:36:54	kbeck	0	0	3	192
2008-12-20 07:36:48	kbeck	0	0	3	192
2009-01-05 20:02:00	kbeck	0	0	3	192
